date,site,parameter,index_value,description,health_advisory,health_effects
2019-06-24,Avalon,SO2,0,Good,,
2019-06-24,Clairton,SO2,4,Good,,
2019-06-24,Lawrenceville 2,CO,4,Good,,
2019-06-24,Harrison Township,NO2,13,Good,,
2019-06-24,Parkway East,NO2,13,Good,,
2019-06-24,Lawrenceville,OZONE,35,Good,,
2019-06-24,Liberty 2,PM10,26,Good,,
2019-06-24,Liberty 2,PM25T,67,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-06-24,North Braddock,SO2,13,Good,,
2019-06-24,Glassport High Street,PM10,36,Good,,
2019-06-24,Lincoln,PM25,59,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-06-24,Avalon,PM25T,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-06-24,Liberty,SO2,21,Good,,
2019-06-25,North Braddock,PM10B,31,Good,,
2019-06-25,Lawrenceville,PM25B,32,Good,,
2019-06-25,South Fayette,SO2,3,Good,,
2019-06-25,West Mifflin,SO2,1,Good,,
2019-06-25,Flag Plaza,CO,2,Good,,
2019-06-25,Harrison Township,OZONE,48,Good,,
2019-06-25,South Fayette,OZONE,46,Good,,
2019-06-25,Flag Plaza,PM10,19,Good,,
2019-06-25,Avalon,SO2,0,Good,,
2019-06-25,Lawrenceville 2,SO2,0,Good,,
2019-06-25,Harrison Township,NO2,21,Good,,
2019-06-25,Lincoln,PM25,45,Good,,
2019-06-25,North Braddock,SO2,6,Good,,
2019-06-25,Lawrenceville,OZONE,47,Good,,
2019-06-25,Glassport High Street,PM10,24,Good,,
2019-06-25,Liberty,SO2,27,Good,,
2019-06-25,Lawrenceville 2,CO,2,Good,,
2019-06-25,Parkway East,NO2,15,Good,,
2019-06-25,Liberty 2,PM10,16,Good,,
2019-06-25,Lincoln,PM10,24,Good,,
2019-06-25,Parkway East,CO,6,Good,,
2019-06-25,Avalon,PM25T,26,Good,,
2019-06-25,Clairton,SO2,3,Good,,
2019-06-26,Flag Plaza,CO,3,Good,,
2019-06-26,Harrison Township,OZONE,64,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
2019-06-26,Lawrenceville,PM25B,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-06-26,Avalon,PM25T,43,Good,,
2019-06-26,Avalon,SO2,0,Good,,
2019-06-26,Clairton,SO2,1,Good,,
2019-06-26,North Braddock,SO2,11,Good,,
2019-06-26,South Fayette,OZONE,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
2019-06-26,Liberty,SO2,40,Good,,
2019-06-26,North Braddock,PM10B,37,Good,,
2019-06-26,West Mifflin,SO2,6,Good,,
2019-06-26,Lawrenceville,OZONE,50,Good,,
2019-06-26,Lincoln,PM10,27,Good,,
2019-06-26,South Fayette,SO2,3,Good,,
2019-06-26,Parkway East,CO,9,Good,,
2019-06-26,Flag Plaza,PM10,18,Good,,
2019-06-26,Lawrenceville 2,SO2,2,Good,,
2019-06-26,Glassport High Street,PM10,15,Good,,
2019-06-26,Lincoln,PM25,63,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-06-26,Liberty 2,PM25T,67,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-06-26,Lawrenceville 2,CO,2,Good,,
2019-06-26,Harrison Township,NO2,18,Good,,
2019-06-26,Parkway East,NO2,22,Good,,
2019-06-26,Liberty 2,PM10,30,Good,,
2019-06-27,Flag Plaza,CO,6,Good,,
2019-06-27,North Braddock,PM10B,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-06-27,West Mifflin,SO2,19,Good,,
2019-06-27,Parkway East,NO2,22,Good,,
2019-06-27,Lawrenceville,OZONE,48,Good,,
2019-06-27,Clairton,SO2,6,Good,,
2019-06-27,Lincoln,PM10,27,Good,,
2019-06-27,Parkway East,CO,16,Good,,
2019-06-27,Harrison Township,OZONE,47,Good,,
2019-06-27,South Fayette,OZONE,77,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
2019-06-27,Glassport High Street,PM10,30,Good,,
2019-06-27,Lawrenceville,PM25B,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-06-27,Avalon,PM25T,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-06-27,Avalon,SO2,0,Good,,
2019-06-27,Liberty,SO2,40,Good,,
2019-06-27,Lawrenceville 2,CO,4,Good,,
2019-06-27,Liberty 2,PM10,30,Good,,
2019-06-27,Liberty 2,PM25T,63,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-06-27,Lincoln,PM25,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-06-27,Parkway East,PM25T,58,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-06-27,Lawrenceville 2,SO2,2,Good,,
2019-06-27,South Fayette,SO2,3,Good,,
2019-06-27,Harrison Township,NO2,13,Good,,
2019-06-27,Flag Plaza,PM10,25,Good,,
2019-06-27,North Braddock,SO2,14,Good,,
2019-06-28,Parkway East,NO2,13,Good,,
2019-06-28,Lawrenceville,OZONE,47,Good,,
2019-06-28,South Fayette,OZONE,49,Good,,
2019-06-28,Parkway East,CO,8,Good,,
2019-06-28,Harrison Township,OZONE,49,Good,,
2019-06-28,Glassport High Street,PM10,30,Good,,
2019-06-28,North Braddock,PM10B,47,Good,,
2019-06-28,Lincoln,PM10,23,Good,,
2019-06-28,Parkway East,PM25T,63,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-06-28,Lawrenceville 2,SO2,4,Good,,
2019-06-28,South Fayette,SO2,7,Good,,
2019-06-28,West Mifflin,SO2,10,Good,,
2019-06-28,Flag Plaza,CO,5,Good,,
2019-06-28,Lawrenceville,PM25B,67,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-06-28,Avalon,PM25T,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-06-28,Avalon,SO2,0,Good,,
2019-06-28,Liberty,SO2,10,Good,,
2019-06-28,Harrison Township,NO2,15,Good,,
2019-06-28,North Braddock,SO2,9,Good,,
2019-06-28,Lawrenceville 2,CO,5,Good,,
2019-06-28,Liberty 2,PM10,24,Good,,
2019-06-28,Liberty 2,PM25T,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-06-28,Flag Plaza,PM10,22,Good,,
2019-06-28,Lincoln,PM25,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-06-28,Clairton,SO2,16,Good,,
2019-06-29,Flag Plaza,CO,6,Good,,
2019-06-29,Harrison Township,NO2,11,Good,,
2019-06-29,South Fayette,OZONE,50,Good,,
2019-06-29,North Braddock,SO2,6,Good,,
2019-06-29,Flag Plaza,PM10,21,Good,,
2019-06-29,North Braddock,PM10B,43,Good,,
2019-06-29,Lincoln,PM25,62,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-06-29,Parkway East,PM25T,63,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-06-29,Lawrenceville 2,SO2,1,Good,,
2019-06-29,South Fayette,SO2,4,Good,,
2019-06-29,West Mifflin,SO2,7,Good,,
2019-06-29,Parkway East,CO,16,Good,,
2019-06-29,Harrison Township,OZONE,41,Good,,
2019-06-29,Lawrenceville,OZONE,50,Good,,
2019-06-29,Glassport High Street,PM10,26,Good,,
2019-06-29,Lawrenceville,PM25B,59,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-06-29,Avalon,PM25T,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-06-29,Liberty 2,PM25T,67,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-06-29,Avalon,SO2,0,Good,,
2019-06-29,Liberty,SO2,37,Good,,
2019-06-29,Lawrenceville 2,CO,5,Good,,
2019-06-29,Liberty 2,PM10,31,Good,,
2019-06-29,Clairton,SO2,1,Good,,
2019-06-29,Parkway East,NO2,24,Good,,
2019-06-29,Lincoln,PM10,27,Good,,
2019-06-30,Harrison Township,NO2,8,Good,,
2019-06-30,Liberty 2,PM25T,30,Good,,
2019-06-30,North Braddock,SO2,1,Good,,
2019-06-30,South Fayette,SO2,4,Good,,
2019-06-30,Flag Plaza,CO,3,Good,,
2019-06-30,Harrison Township,OZONE,35,Good,,
2019-06-30,South Fayette,OZONE,40,Good,,
2019-06-30,Lincoln,PM25,33,Good,,
2019-06-30,Parkway East,PM25T,37,Good,,
2019-06-30,Avalon,SO2,0,Good,,
2019-06-30,Liberty,SO2,10,Good,,
2019-06-30,North Braddock,PM10B,32,Good,,
2019-06-30,Lawrenceville,PM25B,50,Good,,
2019-06-30,Lawrenceville 2,SO2,1,Good,,
2019-06-30,West Mifflin,SO2,0,Good,,
2019-06-30,Parkway East,CO,6,Good,,
2019-06-30,Lawrenceville,OZONE,40,Good,,
2019-06-30,Glassport High Street,PM10,19,Good,,
2019-06-30,Parkway East,NO2,11,Good,,
2019-06-30,Lincoln,PM10,24,Good,,
2019-06-30,Flag Plaza,PM10,17,Good,,
2019-06-30,Avalon,PM25T,33,Good,,
2019-06-30,Clairton,SO2,6,Good,,
2019-06-30,Lawrenceville 2,CO,3,Good,,
2019-06-30,Liberty 2,PM10,25,Good,,
2019-07-01,Flag Plaza,CO,3,Good,,
2019-07-01,Lawrenceville 2,SO2,3,Good,,
2019-07-01,Harrison Township,NO2,14,Good,,
2019-07-01,Parkway East,NO2,16,Good,,
2019-07-01,North Braddock,SO2,17,Good,,
2019-07-01,Lincoln,PM10,31,Good,,
2019-07-01,Liberty,SO2,64,Moderate,,
2019-07-01,Lawrenceville,PM25B,40,Good,,
2019-07-01,Avalon,PM25T,29,Good,,
2019-07-01,Clairton,SO2,10,Good,,
2019-07-01,Lawrenceville 2,CO,2,Good,,
2019-07-01,Parkway East,CO,7,Good,,
2019-07-01,Harrison Township,OZONE,50,Good,,
2019-07-01,Lawrenceville,OZONE,50,Good,,
2019-07-01,Liberty 2,PM25T,66,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-01,Parkway East,PM25T,40,Good,,
2019-07-01,South Fayette,OZONE,46,Good,,
2019-07-01,Liberty 2,PM10,25,Good,,
2019-07-01,Avalon,SO2,0,Good,,
2019-07-01,Flag Plaza,PM10,17,Good,,
2019-07-01,North Braddock,PM10B,25,Good,,
2019-07-01,Lincoln,PM25,66,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-01,West Mifflin,SO2,14,Good,,
2019-07-01,Glassport High Street,PM10,19,Good,,
2019-07-01,South Fayette,SO2,6,Good,,
2019-07-02,Harrison Township,OZONE,50,Good,,
2019-07-02,South Fayette,OZONE,50,Good,,
2019-07-02,Glassport High Street,PM10,24,Good,,
2019-07-02,Lincoln,PM10,31,Good,,
2019-07-02,Lawrenceville 2,CO,3,Good,,
2019-07-02,Parkway East,NO2,23,Good,,
2019-07-02,Lawrenceville,OZONE,80,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
2019-07-02,Liberty 2,PM10,36,Good,,
2019-07-02,Flag Plaza,CO,4,Good,,
2019-07-02,Parkway East,PM25T,62,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-02,Lawrenceville 2,SO2,2,Good,,
2019-07-02,North Braddock,PM10B,38,Good,,
2019-07-02,Harrison Township,NO2,17,Good,,
2019-07-02,Liberty 2,PM25T,81,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-02,Liberty,SO2,40,Good,,
2019-07-02,North Braddock,SO2,10,Good,,
2019-07-02,Lincoln,PM25,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-02,Avalon,PM25T,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-02,South Fayette,SO2,1,Good,,
2019-07-02,West Mifflin,SO2,6,Good,,
2019-07-02,Flag Plaza,PM10,25,Good,,
2019-07-02,Parkway East,CO,12,Good,,
2019-07-02,Lawrenceville,PM25B,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-02,Avalon,SO2,0,Good,,
2019-07-02,Clairton,SO2,9,Good,,
2019-07-03,Flag Plaza,CO,4,Good,,
2019-07-03,Lawrenceville 2,SO2,1,Good,,
2019-07-03,Harrison Township,NO2,6,Good,,
2019-07-03,Parkway East,NO2,17,Good,,
2019-07-03,North Braddock,SO2,21,Good,,
2019-07-03,Lawrenceville,OZONE,44,Good,,
2019-07-03,Glassport High Street,PM10,19,Good,,
2019-07-03,North Braddock,PM10B,32,Good,,
2019-07-03,South Fayette,SO2,0,Good,,
2019-07-03,West Mifflin,SO2,10,Good,,
2019-07-03,Lawrenceville 2,CO,3,Good,,
2019-07-03,Liberty 2,PM10,27,Good,,
2019-07-03,Lincoln,PM10,23,Good,,
2019-07-03,Lincoln,PM25,49,Good,,
2019-07-03,Parkway East,CO,6,Good,,
2019-07-03,Harrison Township,OZONE,46,Good,,
2019-07-03,South Fayette,OZONE,45,Good,,
2019-07-03,Flag Plaza,PM10,19,Good,,
2019-07-03,Avalon,SO2,0,Good,,
2019-07-03,Clairton,SO2,0,Good,,
2019-07-03,Lawrenceville,PM25B,48,Good,,
2019-07-03,Avalon,PM25T,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-03,Liberty 2,PM25T,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-03,Parkway East,PM25T,38,Good,,
2019-07-03,Liberty,SO2,27,Good,,
2019-07-04,North Braddock,PM10B,31,Good,,
2019-07-04,Lincoln,PM25,60,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-04,Avalon,PM25T,64,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-04,Liberty 2,PM25T,73,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-04,Liberty,SO2,17,Good,,
2019-07-04,West Mifflin,SO2,3,Good,,
2019-07-04,Harrison Township,NO2,6,Good,,
2019-07-04,North Braddock,SO2,6,Good,,
2019-07-04,South Fayette,SO2,4,Good,,
2019-07-04,Flag Plaza,CO,5,Good,,
2019-07-04,Parkway East,PM25T,68,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-04,Lawrenceville 2,SO2,1,Good,,
2019-07-04,Lawrenceville,OZONE,46,Good,,
2019-07-04,Glassport High Street,PM10,23,Good,,
2019-07-04,Lawrenceville 2,CO,4,Good,,
2019-07-04,Parkway East,NO2,13,Good,,
2019-07-04,Liberty 2,PM10,19,Good,,
2019-07-04,Lincoln,PM10,26,Good,,
2019-07-04,Parkway East,CO,6,Good,,
2019-07-04,Harrison Township,OZONE,48,Good,,
2019-07-04,South Fayette,OZONE,47,Good,,
2019-07-04,Flag Plaza,PM10,25,Good,,
2019-07-04,Lawrenceville,PM25B,66,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-04,Avalon,SO2,0,Good,,
2019-07-04,Clairton,SO2,0,Good,,
2019-07-05,Harrison Township,NO2,8,Good,,
2019-07-05,Parkway East,NO2,19,Good,,
2019-07-05,Lawrenceville 2,SO2,1,Good,,
2019-07-05,North Braddock,SO2,6,Good,,
2019-07-05,Parkway East,PM25T,65,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-05,Flag Plaza,CO,5,Good,,
2019-07-05,South Fayette,OZONE,39,Good,,
2019-07-05,Lawrenceville,PM25B,79,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-05,Avalon,PM25T,68,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-05,Avalon,SO2,0,Good,,
2019-07-05,Liberty,SO2,24,Good,,
2019-07-05,Liberty 2,PM25T,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-05,Parkway East,CO,6,Good,,
2019-07-05,Harrison Township,OZONE,44,Good,,
2019-07-05,Flag Plaza,PM10,41,Good,,
2019-07-05,Lincoln,PM25,48,Good,,
2019-07-05,Clairton,SO2,3,Good,,
2019-07-05,Liberty 2,PM10,23,Good,,
2019-07-05,Lincoln,PM10,19,Good,,
2019-07-05,South Fayette,SO2,0,Good,,
2019-07-05,Glassport High Street,PM10,27,Good,,
2019-07-05,Lawrenceville 2,CO,4,Good,,
2019-07-05,Lawrenceville,OZONE,38,Good,,
2019-07-05,North Braddock,PM10B,47,Good,,
2019-07-05,West Mifflin,SO2,14,Good,,
2019-07-06,Lawrenceville 2,CO,3,Good,,
2019-07-06,Lawrenceville,OZONE,44,Good,,
2019-07-06,Liberty 2,PM10,19,Good,,
2019-07-06,Lincoln,PM10,19,Good,,
2019-07-06,Clairton,SO2,0,Good,,
2019-07-06,Flag Plaza,CO,3,Good,,
2019-07-06,Glassport High Street,PM10,21,Good,,
2019-07-06,Liberty,SO2,21,Good,,
2019-07-06,Harrison Township,NO2,9,Good,,
2019-07-06,Parkway East,NO2,13,Good,,
2019-07-06,North Braddock,SO2,3,Good,,
2019-07-06,North Braddock,PM10B,40,Good,,
2019-07-06,Liberty 2,PM25T,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-06,Parkway East,PM25T,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-06,Lawrenceville 2,SO2,1,Good,,
2019-07-06,South Fayette,SO2,3,Good,,
2019-07-06,West Mifflin,SO2,3,Good,,
2019-07-06,Parkway East,CO,10,Good,,
2019-07-06,Harrison Township,OZONE,44,Good,,
2019-07-06,South Fayette,OZONE,43,Good,,
2019-07-06,Lawrenceville,PM25B,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-06,Avalon,SO2,0,Good,,
2019-07-06,Lincoln,PM25,46,Good,,
2019-07-06,Avalon,PM25T,37,Good,,
2019-07-07,Harrison Township,NO2,6,Good,,
2019-07-07,Parkway East,NO2,9,Good,,
2019-07-07,North Braddock,SO2,1,Good,,
2019-07-07,Lawrenceville 2,SO2,0,Good,,
2019-07-07,Parkway East,CO,7,Good,,
2019-07-07,Glassport High Street,PM10,14,Good,,
2019-07-07,Lawrenceville 2,CO,2,Good,,
2019-07-07,Lawrenceville,OZONE,31,Good,,
2019-07-07,Liberty 2,PM10,16,Good,,
2019-07-07,Lincoln,PM10,19,Good,,
2019-07-07,Lincoln,PM25,30,Good,,
2019-07-07,Liberty 2,PM25T,39,Good,,
2019-07-07,North Braddock,PM10B,30,Good,,
2019-07-07,Avalon,PM25T,40,Good,,
2019-07-07,Clairton,SO2,10,Good,,
2019-07-07,South Fayette,SO2,0,Good,,
2019-07-07,West Mifflin,SO2,1,Good,,
2019-07-07,Flag Plaza,CO,3,Good,,
2019-07-07,Harrison Township,OZONE,35,Good,,
2019-07-07,South Fayette,OZONE,36,Good,,
2019-07-07,Lawrenceville,PM25B,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-07,Parkway East,PM25T,44,Good,,
2019-07-07,Avalon,SO2,0,Good,,
2019-07-07,Liberty,SO2,13,Good,,
2019-07-08,Flag Plaza,PM10,14,Good,,
2019-07-08,North Braddock,PM10B,20,Good,,
2019-07-08,Lawrenceville 2,SO2,4,Good,,
2019-07-08,South Fayette,SO2,1,Good,,
2019-07-08,West Mifflin,SO2,4,Good,,
2019-07-08,Flag Plaza,CO,3,Good,,
2019-07-08,Lawrenceville,OZONE,35,Good,,
2019-07-08,Glassport High Street,PM10,19,Good,,
2019-07-08,Parkway East,PM25T,50,Good,,
2019-07-08,Liberty,SO2,10,Good,,
2019-07-08,Harrison Township,NO2,5,Good,,
2019-07-08,Parkway East,NO2,15,Good,,
2019-07-08,North Braddock,SO2,3,Good,,
2019-07-08,Lawrenceville 2,CO,2,Good,,
2019-07-08,Liberty 2,PM10,14,Good,,
2019-07-08,Avalon,PM25T,45,Good,,
2019-07-08,Clairton,SO2,13,Good,,
2019-07-08,Parkway East,CO,9,Good,,
2019-07-08,Harrison Township,OZONE,31,Good,,
2019-07-08,South Fayette,OZONE,36,Good,,
2019-07-08,Lincoln,PM25,37,Good,,
2019-07-08,Lawrenceville,PM25B,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-08,Avalon,SO2,0,Good,,
2019-07-08,Lincoln,PM10,16,Good,,
2019-07-08,Liberty 2,PM25T,39,Good,,
2019-07-09,Harrison Township,OZONE,49,Good,,
2019-07-09,South Fayette,OZONE,47,Good,,
2019-07-09,Liberty,SO2,4,Good,,
2019-07-09,Lawrenceville 2,SO2,4,Good,,
2019-07-09,Harrison Township,NO2,16,Good,,
2019-07-09,Lincoln,PM25,35,Good,,
2019-07-09,Parkway East,PM25T,45,Good,,
2019-07-09,North Braddock,SO2,3,Good,,
2019-07-09,Flag Plaza,CO,5,Good,,
2019-07-09,Lawrenceville,PM25B,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-09,Avalon,SO2,0,Good,,
2019-07-09,Lincoln,PM10,14,Good,,
2019-07-09,Liberty 2,PM25T,31,Good,,
2019-07-09,South Fayette,SO2,7,Good,,
2019-07-09,Flag Plaza,PM10,18,Good,,
2019-07-09,North Braddock,PM10B,23,Good,,
2019-07-09,Avalon,PM25T,45,Good,,
2019-07-09,Clairton,SO2,16,Good,,
2019-07-09,West Mifflin,SO2,6,Good,,
2019-07-09,Lawrenceville 2,CO,3,Good,,
2019-07-09,Parkway East,CO,5,Good,,
2019-07-09,Parkway East,NO2,10,Good,,
2019-07-09,Lawrenceville,OZONE,46,Good,,
2019-07-09,Glassport High Street,PM10,18,Good,,
2019-07-09,Liberty 2,PM10,13,Good,,
2019-07-10,Flag Plaza,CO,6,Good,,
2019-07-10,South Fayette,OZONE,44,Good,,
2019-07-10,Lawrenceville,PM25B,62,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-10,Avalon,SO2,0,Good,,
2019-07-10,Clairton,SO2,0,Good,,
2019-07-10,Lawrenceville 2,CO,4,Good,,
2019-07-10,Harrison Township,NO2,12,Good,,
2019-07-10,Parkway East,NO2,13,Good,,
